id,keyword,text,target,country,region,sub-region
9107,seismic,🥳🎉Our first issue is live🎉🥳 Check out articles on: - Global greening - Sea-level rise and human migration - Seismic w…,0,United Kingdom,Europe,Northern Europe
9108,seismic,ChEESE doubles speedup of #seismic wave #propagation code SPECFEM3D; Visit the website: https://t.co/TvVONMV78l https://t.co/gt…,0,Spain,Europe,Southern Europe
9109,seismic,"How can scientists assess hazards when urbanization hides faults? Scientists in San Diego address this in Geosphere, an op…",0,Canada,Americas,Northern America
9110,seismic,Phivolcs also noted that another indication of an impending explosive eruption is the intense seismic activity or t… https://t.co/Xb7p0hyRU7,0,Philippines,Asia,South-eastern Asia
9112,seismic,Zoomed-in version of the 2019 seismic monitoring timelapse by with a focus on the…,0,Spain,Europe,Southern Europe
9113,seismic,". keeps walking away from startups : , : https://t.co/Spk97SgV7L #Time #Energy… https://t.co/HsaW3je5Uc",0,India,Asia,Southern Asia
9114,seismic,Taal is one of the most active volcanoes in a nation hit periodically by eruptions and earthquakes due to its location on the…,0,United States,Americas,Northern America
9117,seismic,Taal is one of the most active volcanoes in a nation hit periodically by eruptions and earthquakes due to its locat… https://t.co/F95xJJ17lp,0,Pakistan,Asia,Southern Asia
9119,seismic,Since late last year I have been conducting #oralhistory interviews with environmental activists. This feels like a histo…,0,Australia,Oceania,Australia and New Zealand
9120,seismic,6.4 quake strikes Puerto Rico amid heavy seismic activity https://t.co/gpoMaPyFYO,1,United States,Americas,Northern America
9121,seismic,that's one thing you will only probably get once the seismic crisis is over and scienti… https://t.co/VzM2amVRCb,0,Puerto Rico,Americas,Latin America and the Caribbean
9122,seismic,"By 2022, more than half of your talent will require brand new skill sets. Discover how you can prepare your people… https://t.co/9ZQyzUPQyO",0,United States,Americas,Northern America
9124,seismic,“The intense seismic activity coupled with fissuring on the caldera region likely signifies continuous magma intrus… https://t.co/cjG8s5JLWv,1,Philippines,Asia,South-eastern Asia
9125,seismic,"HEADLINE: ""6.4 earthquake strikes Puerto Rico, killing at least 1 amid heavy seismic activity"" Can someone please inte…",1,United States,Americas,Northern America
9126,seismic,"$DMAN $0.019 Fastest Growing Disruptive Technology Detecting #Oil up to 40,000ft New Oil Leases/… https://t.co/qrMndCqgxq",0,Canada,Americas,Northern America
9127,seismic,"$DMAN $0.019 Fastest Growing Disruptive Technology Detecting #Oil up to 40,000ft New Oil Leases/Seism…",0,United States,Americas,Northern America
9128,seismic,"UPDATE, 14 JANUARY 2020 01:00 PM https://t.co/HPpU6nqqn4 “The intense seismic activity coupled with fissuring on the…",1,Philippines,Asia,South-eastern Asia
9130,seismic,"$DMAN $0.019 Fastest Growing Disruptive Technology Detecting #Oil up to 40,000ft New Oil Leases/… https://t.co/D3mhfdsUHl",0,Canada,Americas,Northern America
9132,seismic,"UPDATE, 14 JANUARY 2020 01:00 PM https://t.co/HPpU6nqqn4 “The intense seismic activity coupled with fissuring on t… https://t.co/GMQs4uc4Bn",1,Philippines,Asia,South-eastern Asia
9133,seismic,"If we are however, including bigger ships like the Falcon and such, then I'm gonna have to say Slave 1.… https://t.co/nteN3g1sZ9",0,United States,Americas,Northern America
9134,seismic,"From big data to customer-centricity to content strategy and beyond, these are the seismic shifts that ruled the 20… https://t.co/NDEEn02wgs",0,United Kingdom,Europe,Northern Europe
9136,seismic,The Philippine Seismic Network recorded a total of forty-nine (49) volcanic earthquakes in the Taal region from 2:0… https://t.co/uAYizhtJ1I,1,Philippines,Asia,South-eastern Asia
9137,seismic,The Philippine Seismic Network recorded a total of 49 volcanic earthquakes in the Taal region from 2:00 AM to 10:00… https://t.co/j4BZrfjweE,1,Philippines,Asia,South-eastern Asia
9140,sinkhole,"A sinkhole swallowed a bus in China suddenly, as passengers were boarding. At least six people were killed https://t.co/Qdc5W…",1,United Kingdom,Europe,Northern Europe
9141,sinkhole,China sinkhole: Six killed as ground swallows bus https://t.co/Y406WduCEB,1,Finland,Europe,Northern Europe
9142,sinkhole,"A sinkhole swallowed a bus in China suddenly, as passengers were boarding. At least six people were killed… https://t.co/zwcGsH0cpX",1,Hong Kong,Asia,Eastern Asia
9143,sinkhole,China: At least six dead as huge sinkhole swallows bus and pedestrians https://t.co/325XExPeSe,1,United Kingdom,Europe,Northern Europe
9144,sinkhole,"Sinkhole swallows bus and passengers, killing at least 6 https://t.co/nZf9xQUFVI -Yale Fishman https://t.co/By8BcYDd8s",1,United States,Americas,Northern America
9147,sinkhole,BBC News - China sinkhole: Six killed as ground swallows bus https://t.co/RftEkKYssi,1,Côte d’Ivoire,,
9150,sinkhole,Another sinkhole horror in #China. At least 6 dead after huge sinkhole swallows bus and pedestrians. Incidents like t…,1,United States,Americas,Northern America
9151,sinkhole,"Too bad. Six people death, four still missing as sinkhole in China swallows bus with passengers https://t.co/EBFGY3po4Y",1,Netherlands,Europe,Western Europe
9153,sinkhole,At least six people were killed and 16 others injured after an enormous sinkhole swallowed a bus and a number of pe… https://t.co/zxEGq9Fen9,1,India,Asia,Southern Asia
9154,sinkhole,BREAKING: At least six people dead as a sinkhole swallows a bus in China,1,Canada,Americas,Northern America
9155,sinkhole,#China A bus fell into a suddenly developed sinkhole when passengers were boarding the bus at the bus stop. Explosions an…,1,Hong Kong,Asia,Eastern Asia
9159,sinkhole,BBC News - China sinkhole: Six killed as ground swallows bus https://t.co/cov7AgtPJv,1,Bolivia,Americas,Latin America and the Caribbean
9165,sinkhole,6 people found dead after sinkhole swallows public bus in Xining https://t.co/dQvLSbeGYR,1,China,Asia,Eastern Asia
9167,sinkhole,At least six dead after huge sinkhole in China swallows bus and pedestrians https://t.co/4mjaMIxKVo,1,Nigeria,Africa,Sub-Saharan Africa
9168,sinkhole,Terrifying moment sinkhole swallows packed bus in China killing six https://t.co/325vfRUaPQ https://t.co/N5mVmDw7Ax,1,United Kingdom,Europe,Northern Europe
9175,sinkhole,&lt;WATCH&gt; Six dead and four missing after sinkhole swallows bus in China https://t.co/p2kQnpsH3J,1,United States,Americas,Northern America
9176,sinkhole,6 killed in China after massive EXPLODING sinkhole swallows bus as passengers board (PHOTOS &amp; VIDEO) https://t.co/GZgJlYCBx0 h…,1,United States,Americas,Northern America
9177,sinkhole,BBC News - China sinkhole: Six killed as ground swallows bus https://t.co/cov7AgtPJv,1,Bolivia,Americas,Latin America and the Caribbean
9180,sinkhole,BBC News - China sinkhole: Six killed as ground swallows bus https://t.co/4Un6esHsFV,1,United Kingdom,Europe,Northern Europe
9181,sinkhole,"China sinkhole: Six killed as ground swallows bus, killing six https://t.co/D0gKf2ZziP",1,United States,Americas,Northern America
9182,sinkhole,"Enormous exploding sinkhole in China swallows bus, killing 6 - CNN https://t.co/7fofvjOyRi",1,United States,Americas,Northern America
9184,sinkhole,The bus has been lifted out of the sinkhole that expanded to an area of ~80 sqm within a few secs after a road collapse in…,1,Denmark,Europe,Northern Europe
9186,sinkhole,"#UPDATE 10 people are missing and 15 are injured in Xining, #China after a bus fell into a sinkhole. A second collapse happ…",1,Denmark,Europe,Northern Europe
9189,sinkhole,Six people have died and four more are missing https://t.co/TVr74mCwgP,1,United Kingdom,Europe,Northern Europe
9194,sinking,It must be sinking in now. Hope you've enjoyed a few celebrations 🍹,0,United States,Americas,Northern America
9196,sinking,"I've gone into ""hostile territory"" to canvass for Bernie. People tend to be much nicer face to face. Y… https://t.co/lWfMcwzaTS",0,United States,Americas,Northern America
9202,sinking,"Year six have begun their new topic of 'Sinking Ships', linking to that topic we had a visit from the RNLI. The chi… https://t.co/2nfdj2hOoB",0,United Kingdom,Europe,Northern Europe
9207,sinking,The countries on this proximity to the equator are hit one after ano… https://t.co/ziaceGt1oA,0,Switzerland,Europe,Western Europe
9209,sinking,i just realized that d news bout Jongdae getting married &amp; him expecting a mini chen still feels so unreal..it’s not ful…,0,Taiwan,Asia,Eastern Asia
9210,sinking,Means it will take another 36 years to just recover the investment only... no doubt the economy is sinking...,0,India,Asia,Southern Asia
9212,sinking,"“Ok so that was an iceberg and, yep we did hit it and um, we are sinking, but how good are these lifeboats for half of you?”",0,Australia,Oceania,Australia and New Zealand
9215,sinking,2 little 2 late. Jubilee is a sinking ship. Uhuru is living in denial..he refuses to listen to wise coun… https://t.co/66lyJQYdsb,0,Kenya,Africa,Sub-Saharan Africa
9220,sinking,I’m the one who’s sinking and falling faster in a matter of seconds.,0,United States,Americas,Northern America
9222,sinking,I always get this sinking feeling a day before schools re-open...what if I got the day wrong keeps going off in my head,0,South Africa,Africa,Sub-Saharan Africa
9223,sinking,"India's sinking economy: #Wallmart, world's third largest employer, might move out of India - fires 56 India executives.",0,India,Asia,Southern Asia
9226,sinking,YES Bank shares tank another 18 in 3 days: Is it a sinking ship now? https://t.co/QhyBb9wA2V via,0,India,Asia,Southern Asia
9227,sinking,"In the 1980s, the last time there was a major conflict with Iran, they sank a US Naval vessel. Reagan responded by s…",1,United States,Americas,Northern America
9228,sinking,"Like Peter, -we will fail sometimes n the storm/we will at times feel like we r sinking/But if we keep our eyes on… https://t.co/rMC1nskYRZ",0,United States,Americas,Northern America
9229,sinking,I have been requesting to … https://t.co/UpsjuXM3Te,0,India,Asia,Southern Asia
9230,sinking,#FirstDayBack at school/work/college/uni? Got that sinking feeling? Here's how to cut those bullies down to size! #bullyin…,0,United Kingdom,Europe,Northern Europe
9236,siren,BP petrol station in Sun Valley. Every surface covered in anti-bird spikes - except this burglar alarm siren (??).… https://t.co/rnibv3gw7d,0,South Africa,Africa,Sub-Saharan Africa
9237,siren,"got some Mac DeMarco in there, some , some AGORD NOVA, some SEI SIREN, some , some and…",0,South Africa,Africa,Sub-Saharan Africa
9240,siren,"“At least sucide bombers are activists, what have you done?” Being an activist does… https://t.co/9ImT8WYY0y",0,Ukraine,Europe,Eastern Europe
9243,sirens,I need to come out with a live album so I can hear the purge sirens and him saying “OPEN IT UP!” on Floor 13…,0,United States,Americas,Northern America
9247,sirens,"Emergency my ass, he should have sirens if that's the case https://t.co/OVGfaDJkAf",0,South Africa,Africa,Sub-Saharan Africa
9248,sirens,These sirens.... 😒,0,United States,Americas,Northern America
9249,sirens,"Emergency my ass, he should have sirens if that's the case https://t.co/OVGfaDJkAf",0,South Africa,Africa,Sub-Saharan Africa
9255,sirens,SLEEPING WITH SIRENS US TOUR w/ THE AMITY AFFLICTION https://t.co/MOifZ4M4t4,0,Indonesia,Asia,South-eastern Asia
9262,sirens,Loudwire: TOUR: SWStheband book co-headline tour with amityaffliction: https://t.co/Y9SXAzc01U,0,United States,Americas,Northern America
9266,sirens,Neighbours house hit by lightning last night. Sirens blaring. Lights blinding. Nae sleep. Raging.,1,United Kingdom,Europe,Northern Europe
9267,sirens,"Any time I was curious about some sirens down the block, I could check his Twitter and get an inkling of what was going on",0,United States,Americas,Northern America
9268,sirens,"Hear me, see me, think I can, sigh man Here I am, here I am, here I am Oh, Mama Sigh man, here I am See me, think I can Si…",0,Spain,Europe,Southern Europe
9269,sirens,"Hear me, see me, think I can, sigh man Here I am, here I am, here I am Oh, Mama Sigh man, here I am See me, think I… https://t.co/oTsPHe2pDA",0,Spain,Europe,Southern Europe
9271,sirens,Justin Hills of Sleeping With Sirens catching a little air at the Disrupt Festival in Austin! Jump shots are always… https://t.co/wQv5PywT3u,0,United States,Americas,Northern America
9273,sirens,"Ulysses and the Sirens. #Mosaic from Dougga in the Bardo Museum, Tunis, Tunisia. https://t.co/7mcTnejvbB",0,United Kingdom,Europe,Northern Europe
9277,sirens,"HOLD ON my nigga said “I’m afraid of love don’t think it will find me, talk to god above ask him what these si…",0,United States,Americas,Northern America
9285,sirens,“😏” activates the kill bill sirens,0,New Zealand,Oceania,Australia and New Zealand
9291,sirens,📢 In less than 2 weeks &amp; are back in Dublin for their TradFest 2020 gig!Don't miss it… https://t.co/V2aiExYr8Q,0,Ireland,Europe,Northern Europe
9295,sirens,#NowPlaying Sirens (feat. SheFlowz) by Kyla Simone https://t.co/6KAupDVU0w,0,United States,Americas,Northern America
9296,sirens,I still hear the trucks but the sirens have stopped. Hope I can get back to sleep.,0,United States,Americas,Northern America
9306,sirens,Released 14/01/ 2013 ● New Order —— Lost Sirens is a compilation album and the ninth studio album by English rock b… https://t.co/sJnNxQbHTJ,0,United Kingdom,Europe,Northern Europe
9311,sirens,You know your from Pomona when you hear gunshots and you go outside to hear if there is any signs of police sirens 🤣,0,United States,Americas,Northern America
9315,sirens,like i get all you ambulances and fire trucks with your loud sirens have somewhere to be but please consider that i need to sleep,0,United States,Americas,Northern America
9319,sirens,Melpomene: A Tragic Mother of Sirens or a Misunderstood Muse? https://t.co/i7GvmyhHBl,0,United Kingdom,Europe,Northern Europe
9320,sirens,TOUR: book co-headline tour with : https://t.co/6dZvtm49V3,0,United States,Americas,Northern America
9328,smoke,real men doesn’t smoke. that’s it. that’s the tweet,0,Malaysia,Asia,South-eastern Asia
9331,smoke,why didnt they make it as a box and let the smokers suffocate their own smoke,0,Malaysia,Asia,South-eastern Asia
9334,smoke,"""Over the past week, NASA satellites have observed an extraordinary amount of smoke injected into the atmosphere from th…",1,Australia,Oceania,Australia and New Zealand
9336,smoke,Australian Open player collapses on court as bushfire smoke covers Melbourne – video https://t.co/K4DyBuoiC1,1,India,Asia,Southern Asia
9342,smoke,Distressing scenes in the Australian Open qualifiers in Melbourne as Dalila Jakupovic is forced to retire when bushfire s…,0,United Kingdom,Europe,Northern Europe
9343,smoke,“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The… https://t.co/23tuFrLWXJ,1,Japan,Asia,Eastern Asia
9344,smoke,"Less than a week out from the Australian Open, organisers are scrambling to cope with hazardous smoke across Melbourne https:…",0,United States,Americas,Northern America
9346,smoke,Maybe it'll take Sports being delayed or cancelled for the Prime Minister to really take notice of #ClimateChange A… https://t.co/TxakjERVZb,0,Australia,Oceania,Australia and New Zealand
9347,smoke,Pretty good shot of the smoke on the pool. https://t.co/EqLcc6VUgG,0,Australia,Oceania,Australia and New Zealand
9348,smoke,"Wildfire smoke to circle planet and return to Australia, Nasa says https://t.co/iTHv7pYH1I https://t.co/exx57uZ1Ol",1,Australia,Oceania,Australia and New Zealand
9351,smoke,"next to nothing for smoke, soz.",0,Australia,Oceania,Australia and New Zealand
9354,smoke,"Bushfire smoke plume is expected to lap the globe, NASA says. ""In the case of these fires — they are so huge, they are…",1,Germany,Europe,Western Europe
9355,smoke,This nigga pop smoke voice does something to me 🤯,0,United States,Americas,Northern America
9357,smoke,"Bushfire smoke plume destined to reach Australia again after circling the globe, NASA predicts https://t.co/UGMkGbh02a",1,United States,Americas,Northern America
9358,smoke,"THIS SHOULD GO GLOBAL. THIS IS US IN AUSTRALIA CHOKING ON SMOKE RIGHT NOW, AND IF THE REST OF YOU DON’T DRASTICALLY CUT…",0,Australia,Oceania,Australia and New Zealand
9359,smoke,let's smoke a blunt n fuck,0,United States,Americas,Northern America
9362,smoke,niggas wanna pick fights when their stove won’t even turn on. bro u worried bout the wrong smoke,0,India,Asia,Southern Asia
9363,smoke,Curved treadmills for the squad today due to the smoke and air quality in Melbourne currently. 10x45s at 1500m effo… https://t.co/7RmQZuTrzh,1,Australia,Oceania,Australia and New Zealand
9364,smoke,"A friend started timing smokers in her new york office, the time they left desk, took lift to outside, building, sm… https://t.co/35imYcQsCt",0,United States,Americas,Northern America
9365,smoke,NASA says smoke from Australia's devastating bushfires will pass back over the country after travelling around the globe. #9N…,1,Australia,Oceania,Australia and New Zealand
9367,smoke,It should be relaxed. I remember when I had a surgery. The injection given to me to make me sleep a… https://t.co/hsgBEqXV0z,0,Nigeria,Africa,Sub-Saharan Africa
9374,smoke,I need to smoke 🙃,0,United States,Americas,Northern America
9375,smoke,Reposted from Milawa in the middle of January should look a lot different to this!! Normally crawling… https://t.co/YMl9MIpAOG,0,Canada,Americas,Northern America
9377,smoke,The air rating in Melbourne today is +500 ppm in carcinogens from the smoke. The government is telling people…,1,Germany,Europe,Western Europe
9378,smoke,This little green dot keeps flashing on my bedroom ceiling &gt; convince myself it’s a tiny drone spying on me &gt; turn… https://t.co/rz9FpP8grc,0,United States,Americas,Northern America
9380,smoke,"Rain offers Australian bushfire hope, but smoke hits tennis stars: Physorg https://t.co/KkOYmfxmcI MORE w/ EcoSear… https://t.co/QityDBeIYD",1,United States,Americas,Northern America
9381,smoke,Is Rasta improving or he didn’t smoke weed today? #RIPRichardMaponya #RIPMaponya https://t.co/Irr24bma9A,0,South Africa,Africa,Sub-Saharan Africa
9383,smoke,"""Yes, the smoke is a problem but smoke, as it always does, will blow away."" Acting PM Michael McCormack comments on the bushfir…",0,Australia,Oceania,Australia and New Zealand
9386,snowstorm,The ingredients for a Snowstorm https://t.co/uWuMIxCbUb,0,United States,Americas,Northern America
9399,snowstorm,"When a Metro Vancouver snowstorm hits, I know what we're all thinking — would a coordinated regional approach to snow remova…",0,Canada,Americas,Northern America
9401,snowstorm,Looking for a new #HistRom? Family and travelers stranded by snowstorm. #FamilySaga #VictorianRoman https://t.co/Vfxkbznw6h,0,Australia,Oceania,Australia and New Zealand
9402,snowstorm,This was really no big deal for me—but on the way home from Custer State Park I stayed in a hotel room with Mom &amp; D… https://t.co/cMRNx5XLHU,0,United States,Americas,Northern America
9403,snowstorm,The great snowstorm of 2020 didn’t materialize overnight in the Olympia area as it did in other parts of Puget Soun… https://t.co/SG3DzWEviG,0,United States,Americas,Northern America
9407,snowstorm,Possible Saturday snowstorm has upside potential for the GTA. 1) Lake enhancement under strong ESE flow 2) Gulf moisture…,0,Canada,Americas,Northern America
9408,snowstorm,iN VIDEO: Elderly woman filmed riding mobility scooter on roadway during Kamloops snowstorm #Kamloops #BCStorm …,0,Canada,Americas,Northern America
9410,snowstorm,"During a snowstorm FB people be like ""How are the roads??""",0,Canada,Americas,Northern America
9411,snowstorm,EVERY time I use it I’m still shocked at how much hair comes off! It’s like a snowstorm…… https://t.co/9WkZ0GEQ31,0,Canada,Americas,Northern America
9416,snowstorm,last night’s snowstorm sure delivered chaos to the city but at least backyard looks quite pretty… 🏙🌲❄️🐕🐾 #winter… https://t.co/TmOkOGcuKo,0,Canada,Americas,Northern America
9418,snowstorm,When I started organizing against instacart a year ago it was because we had a freak… https://t.co/PRSNzSq29F,0,United States,Americas,Northern America
9420,snowstorm,"Oh, bought it. We’ve been preparing for a snowstorm that’ll probably never come so I went and got lots… https://t.co/3SVmQFD7st",0,United States,Americas,Northern America
9426,snowstorm,"Snowstorm slams Kitsap County, knocking out power to thousands https://t.co/Cg62kSllCT",1,United States,Americas,Northern America
9428,snowstorm,"Not quite ready to bite on a major snowstorm for Victoria, but you know, you can kinda see the signs developing. #BCsnow…",0,Canada,Americas,Northern America
9433,snowstorm,Caught in the crossfire!❄️⛄️ #Q13Fox photojournalist Scott Hopson says he would’ve gotten even with the overly aggres…,0,United States,Americas,Northern America
9434,snowstorm,I’m on the Baja Blast train too. I legit stopped in the middle of a snowstorm on a 9 hour dr… https://t.co/KJEzgIMpCB,1,Canada,Americas,Northern America
9436,snowstorm,Some stills from last night’s snowstorm: ❄️ https://t.co/xE7OGrBdVQ,0,United States,Americas,Northern America
9440,snowstorm,Thankful I have a roof over my head and a bed to sleep in. This snowstorm is a reminder of how blessed I am. #gratitude,0,United States,Americas,Northern America
9443,snowstorm,Some models suggest it could have an impact on areas further south including east of Lake Huron and into the GTA al… https://t.co/bdH2uRYF9V,0,Canada,Americas,Northern America
9452,storm,Other people. Deemed it sensible to stay away from the shore today due to Storm Brendan. Here’s one I made earlier. #S…,0,Ireland,Europe,Northern Europe
9453,storm,Russian Hackers Targeted Ukrainian Company at Center of Trump's Impeachment Storm https://t.co/wXJ2EIKsfc,0,Russia,Europe,Eastern Europe
9458,storm,Man this storm not playing,0,United States,Americas,Northern America
9460,storm,You can go through a storm without a storm going through you! Don't let it get IN you...,0,United States,Americas,Northern America
9462,storm,🚨I Agree Completely!! Children shouldn’t be exposed to Sex.Exspose your own Child it’s Wrong leave my Children Alone.🚨 “D…,0,United States,Americas,Northern America
9463,storm,My ritual morning coffee before I gather myself up for another day stuck inside behind a desk. Would rather be out… https://t.co/X7SrwNMOhi,0,United Kingdom,Europe,Northern Europe
9464,storm,"Macron's storm troopers almost make this young French girl smash her face on a steel post, just for a laugh... https://t.co/…",0,United Kingdom,Europe,Northern Europe
9465,storm,"How bookies' pens end up in the sea - dropped outside shops in towns and cities, washed into storm drains, into rivers,…",0,United Kingdom,Europe,Northern Europe
9466,storm,"Today’s train fuckery: a derailed freight train near Hitchin. This, like yesterday’s electrical issues in the stor… https://t.co/IZ16YgHNo3",1,Canada,Americas,Northern America
9467,storm,"AMR, urban displacements and ‘the perfect storm in DRC’ 3 of 10 hum crises &amp; trends to watch 2020. Interesting and eye openi…",0,Sweden,Europe,Northern Europe
9468,storm,"The storm will have passed so come along to a night of local fashion on Thurs 16th, tickets on the door and proceeds to SH…",0,Ireland,Europe,Northern Europe
9472,storm,Is it nearly summer?? How many silly storm names to go before it is?? 🌬️🌀☔,0,United Kingdom,Europe,Northern Europe
9473,storm,"An $11,000 donation will help repair storm damage at the Big Tub #lighthouse at #Tobermory on Ontario's #BrucePeninsula. h…",0,United States,Americas,Northern America
9474,storm,"Same old , always lying about the weather. UK weather forecast: Ice and snow set to hit Britain as Sto… https://t.co/zDc8pDxFHy",0,United Kingdom,Europe,Northern Europe
9475,storm,☠️☠️ dead af. We all did good tonight...just the calm before the real storm on Saturday 🙈,0,United States,Americas,Northern America
9476,storm,Had to divert on my way home last night because of Brendan. That little rapscallion. https://t.co/oq15UkUQgn,1,United Kingdom,Europe,Northern Europe
9477,storm,Storm Brendan just arrived in Myddfai #StormBrendan https://t.co/CpP9qr9H38,1,United Kingdom,Europe,Northern Europe
9479,storm,"Sudden, blowing snowfall pummeled much of British Columbia on Sunday, knocking out power to thousands and wreaking havoc on…",1,Canada,Americas,Northern America
9481,storm,Another day. Another Twitter storm regarding all things #THFC Transfers (or lack of) Pro Levy. Anti Levy. Oh and th… https://t.co/aHKfjvlF6h,0,United States,Americas,Northern America
9482,storm,A single touch can bring us sun And a clear sky While a single word can Starts a storm You must create a coat of Posi…,0,India,Asia,Southern Asia
9484,storm,⛈💨🌨💪Don't let Storm Brendan beat you💪🌨💨⛈ CIRCUITS - WEDNESDAY- FRIDAY Sign up online https://t.co/DQtzU8AhCh 💚 @ G… https://t.co/HZPCSWKTVs,0,United Kingdom,Europe,Northern Europe
9488,storm,210 garrettstown 240 perfect predator 315 Ballymagroarty boy 350 storm goddess #PigeonSwoop4,0,United Kingdom,Europe,Northern Europe
9489,storm,We're preparing for Storm Brendan and a forecast of high winds across the South East and East of England. Check our… https://t.co/y2yMJEjsUn,1,United Kingdom,Europe,Northern Europe
9494,storm,I was wondering in Zak Storm season 2 would we get to explore new environments and if we wou… https://t.co/TOUkZdlLDE,0,United States,Americas,Northern America
9495,storm,Ok this storm is crazy 😳😳😳😳,1,United States,Americas,Northern America
9497,storm,Calm before the storm. #Namaste Did you know that #Yoga is one of the many ways that Sailors can get their mind and body right…,0,India,Asia,Southern Asia
9498,storm,Sometimes God wants to calm your heart first then your storm.,0,Philippines,Asia,South-eastern Asia
9499,storm,Undo this shit... — Music: Silence before storm - Not A Crime album. — #undo #Iran #iranprotests #ایران #تهران… https://t.co/bSioV24nDq,0,United States,Americas,Northern America
9500,storm,Entire Country: Storm and difficult driving conditions in Westfjord and in North and lots of roads are closed or im… https://t.co/8dIqhEwXuS,1,Iceland,Europe,Northern Europe
9504,storm,"Snow, ice and more gales to follow Storm Brendan https://t.co/UX5cMwlfwu",1,United Kingdom,Europe,Northern Europe
9505,storm,Had to get up at 03:30 for a work trip and my wife shows me that the dog has shat all over the kitch… https://t.co/0GEORM5c3j,0,United Kingdom,Europe,Northern Europe
9509,stretcher,Our Topaz bathing transfer stretcher makes the bathing experience more efficient and comfortable. The stretcher has… https://t.co/bpKVD946nx,0,United Kingdom,Europe,Northern Europe
9511,stretcher,"I am, but his teammates nicknamed him Tony Stretcher during his rookie season",0,Canada,Americas,Northern America
9512,stretcher,😂 I wouldn’t fancy my chances I’d be leaving on a stretcher,0,United Kingdom,Europe,Northern Europe
9515,stretcher,Ohio's Ibiza. International waters. Once saw the police chief get knocked out in the public square. Last time I was there I…,0,United States,Americas,Northern America
9516,stretcher,Niggas hatin there’s an outline or a stretcher,0,United States,Americas,Northern America
9517,stretcher,A MAN HAS FALLEN INTO THE RIVER IN LEGO CITY START THE RESCUE HELICOPTER HEY! BUILD… https://t.co/eWB7fp7hoT,0,United States,Americas,Northern America
9524,stretcher,What do you do if it's at your place? Pick her up like she has a bad concussion in the… https://t.co/s9sod3dYlG,0,United States,Americas,Northern America
9526,stretcher,Bruh said carried off by a stretcher !! Tht medical bill bout to be HIGH😂😂😂,1,United States,Americas,Northern America
9527,stretcher,Penis Enlarger/Extender/Stretcher Male Enhancement Tension Device by Male Max Pro...Get urs https://t.co/X3tGp1uOMl https://t.co/hPKxQVYIuj,0,United States,Americas,Northern America
9528,stretcher,"Sorry, I work. But also as a company who “puts their artists health above all” should ha… https://t.co/dNS799iIFi",0,United States,Americas,Northern America
9529,stretcher,"On the stretcher (wounded soldier), 1914 #russianart #marcchagall https://t.co/2QpV7CUqNR",0,United States,Americas,Northern America
9531,stretcher,SCORES!!! TONY STRETCHER!!! https://t.co/ORPFibFe2Z,0,Canada,Americas,Northern America
9536,stretcher,Shut up! 😂😂😂 Hell be on a stretcher. She'll be running behind him. not to meet him😌,0,India,Asia,Southern Asia
9541,stretcher,NO STRETCHER NO TARGETING,0,United States,Americas,Northern America
9542,stretcher,Yeah I mean... we paid Cooks like one. Obviously the concussions have been a problem but the drops were/a… https://t.co/0cz2rTIxBc,0,United States,Americas,Northern America
9544,stretcher,You know what ruins the enjoyment even worse? Well for me anyways. When play is stopped so a player c… https://t.co/IbI9zKa4LG,0,United States,Americas,Northern America
9545,stretcher,Any stipulations or a standard match? Stretcher match? Last Woman Standing? No DQ? Streetfight?,0,Canada,Americas,Northern America
9548,stretcher,The Stretch on a Stretcher https://t.co/qkyTHA9Lcu #brookingssd #downtownbrookingssd #hifromsd #southdakota #sodak… https://t.co/r5oPid5zPl,0,United States,Americas,Northern America
9549,stretcher,"Seriously though... If that defender was taken off on a stretcher after that play would everyone's response be ""Tha… https://t.co/nqOucKNz7G",1,United States,Americas,Northern America
9550,stretcher,"Without a doubt he’s going to miss out, and he’s definitely been one of the major keys of clemsons defen… https://t.co/7kuH3hdhCW",1,United States,Americas,Northern America
9553,stretcher,This image shows a heroic female flight attendant carrying a sick passenger on her back to a waiting ambulance beca… https://t.co/C1YqXrSP5W,0,Austria,Europe,Western Europe
9554,stretcher,"On the stretcher (wounded soldier), 1914 #russianart #marcchagall https://t.co/2QpV7CUqNR",0,Russia,Europe,Eastern Europe
9560,stretcher,"in the standing corn who had been missed by the stretcher-bearers. The machine gun fire was intense, but… https://t.co/DSnMyRCXZ3",0,United Kingdom,Europe,Northern Europe
9562,stretcher,"while he himself, in the absence of stretcher-bearers, bandaged the wounded and got them into comparative… https://t.co/T4YtNiMjSp",0,United Kingdom,Europe,Northern Europe
9563,stretcher,get the stretcher #idie https://t.co/A1g9nLacWC,0,United States,Americas,Northern America
9565,stretcher,"Yessir and Higgins could have put that dude on a stretcher but chose not too, footballs is getting soft",0,United States,Americas,Northern America
9566,stretcher,Basically I should be able to just barely squeeze in all of them even with someone who made a review… https://t.co/4Z97HAweE0,0,United States,Americas,Northern America
9570,stretcher,Football needs to adopt soccer’s method for treating ‘hurt’ (cramps) players—immediately take them off on a stretch… https://t.co/UnmiEU2p9E,0,United States,Americas,Northern America
9571,stretcher,Somebody get a stretcher for this fat bitch,0,United States,Americas,Northern America
9574,stretcher,Stretcher 😂,0,United States,Americas,Northern America
